"method","p","graph","icov","n","log.recall.min","log.recall.max","log.aupr","clr.recall.min","clr.recall.max","clr.aupr"
"glasso","64","band","mix","64",0.111111111111111,0.984126984126984,0.376701665969621,0.0952380952380952,1,0.375515993454285
"glasso","64","band","mix","64",0.0158730158730159,0.952380952380952,0.579186248879238,0.0158730158730159,0.968253968253968,0.489401066743847
"glasso","64","band","mix","64",0.0158730158730159,1,0.453920144762536,0.0476190476190476,0.984126984126984,0.397215261319378
"glasso","64","band","mix","64",0.0158730158730159,1,0.44843217319086,0.0158730158730159,0.984126984126984,0.420354572624879
"glasso","64","band","mix","64",0.0317460317460317,1,0.48561166078883,0.0317460317460317,0.984126984126984,0.431935780797221
"glasso","64","band","mix","64",0.0317460317460317,0.984126984126984,0.337695480792402,0.0317460317460317,1,0.352291935897242
"glasso","64","band","mix","64",0.0793650793650794,1,0.51967010997624,0.0793650793650794,1,0.486902914895503
"glasso","64","band","mix","64",0.0634920634920635,1,0.445881129030826,0.0476190476190476,0.968253968253968,0.4334991785904
"glasso","64","band","mix","64",0.0793650793650794,0.952380952380952,0.296533594639402,0.0634920634920635,0.984126984126984,0.264801342066197
"glasso","64","band","mix","64",0.0793650793650794,1,0.447306014992879,0.0793650793650794,0.984126984126984,0.403498931418911
"glasso","64","band","mix","64",0.0476190476190476,0.984126984126984,0.400479269944702,0.0634920634920635,0.968253968253968,0.37323347146821
"glasso","64","band","mix","64",0.0634920634920635,0.968253968253968,0.386186939637462,0.0634920634920635,0.984126984126984,0.424076862410379
"glasso","64","band","mix","64",0.0634920634920635,0.984126984126984,0.342598319283877,0.0476190476190476,0.984126984126984,0.340238748071034
"glasso","64","band","mix","64",0.0793650793650794,0.952380952380952,0.392987781404335,0.0634920634920635,0.968253968253968,0.372275788024983
"glasso","64","band","mix","64",0.0158730158730159,0.984126984126984,0.295725704955153,0.0158730158730159,0.984126984126984,0.297485648137464
"glasso","64","band","mix","64",0.0634920634920635,0.984126984126984,0.438528626544682,0.0158730158730159,0.968253968253968,0.396126846296602
"glasso","64","band","mix","64",0.0634920634920635,1,0.42233049783288,0.0634920634920635,0.984126984126984,0.415686397350542
"glasso","64","band","mix","128",0.0476190476190476,1,0.736075520697297,0.0634920634920635,1,0.725636199472782
"glasso","64","band","mix","128",0.142857142857143,1,0.792100897737282,0.0793650793650794,1,0.737024314734586
"glasso","64","band","mix","128",0.0634920634920635,1,0.749582012105009,0.111111111111111,1,0.740842944665277
"glasso","64","band","mix","128",0.158730158730159,1,0.630752969276674,0.142857142857143,1,0.611196234680413
"glasso","64","band","mix","128",0.0793650793650794,1,0.815825206436049,0.0476190476190476,1,0.822396164642142
"glasso","64","band","mix","128",0.0317460317460317,1,0.799485363857903,0.0476190476190476,1,0.746180992168641
"glasso","64","band","mix","128",0.0476190476190476,1,0.704417627602701,0.0634920634920635,1,0.670840995228773
"glasso","64","band","mix","128",0.206349206349206,1,0.793928078363306,0.222222222222222,1,0.770830500192773
"glasso","64","band","mix","128",0.111111111111111,1,0.800226789483108,0.126984126984127,1,0.787129149879497
"glasso","64","band","mix","128",0.0317460317460317,1,0.723002551801301,0.0793650793650794,1,0.670284896244776
"glasso","64","band","mix","128",0.0793650793650794,1,0.743599338758451,0.0634920634920635,1,0.714480671627961
"glasso","64","band","mix","128",0.0634920634920635,1,0.735085940421646,0.0476190476190476,1,0.683244956466341
"glasso","64","band","mix","128",0.0317460317460317,1,0.799078650367375,0.0793650793650794,1,0.756971360460192
"glasso","64","band","mix","128",0.0476190476190476,1,0.769976185951783,0.0476190476190476,1,0.754887200852751
"glasso","64","band","mix","128",0.0317460317460317,1,0.823880256578277,0.0476190476190476,1,0.788679257655798
"glasso","64","band","mix","128",0.0952380952380952,1,0.800008387498919,0.158730158730159,1,0.753843274773655
"glasso","64","band","mix","128",0.0634920634920635,1,0.77817807013961,0.0476190476190476,1,0.730709386301077
"glasso","64","band","mix","128",0.0793650793650794,1,0.707738544124919,0.0634920634920635,1,0.670046750918977
"glasso","64","band","mix","128",0.0158730158730159,1,0.753320637327762,0.0317460317460317,1,0.716349229287118
"glasso","64","band","mix","128",0.0476190476190476,1,0.683075617910829,0.0793650793650794,1,0.658184019576339
"glasso","64","band","mix","256",0.0793650793650794,1,0.966290931407271,0.126984126984127,1,0.948908937660553
"glasso","64","band","mix","256",0.0952380952380952,1,0.958315047620331,0.158730158730159,1,0.952352042395708
"glasso","64","band","mix","256",0.0158730158730159,1,0.967693520153101,0.0158730158730159,1,0.954821533083292
"glasso","64","band","mix","256",0.222222222222222,1,0.949956548635649,0.174603174603175,1,0.933680266210886
"glasso","64","band","mix","256",0.0793650793650794,1,0.946776780633444,0.0793650793650794,1,0.93584367497324
"glasso","64","band","mix","256",0.111111111111111,1,0.947993668537581,0.0952380952380952,1,0.936766842373386
"glasso","64","band","mix","256",0.0793650793650794,1,0.970835435623525,0.0952380952380952,1,0.933036968803891
"glasso","64","band","mix","256",0.0952380952380952,1,0.946191766792959,0.111111111111111,1,0.936992296357926
"glasso","64","band","mix","256",0.0952380952380952,1,0.970793209230303,0.111111111111111,1,0.955367471108302
"glasso","64","band","mix","256",0.0793650793650794,1,0.978511595413059,0.0476190476190476,1,0.974888759331484
"glasso","64","band","mix","256",0.142857142857143,1,0.965311427101496,0.111111111111111,1,0.963497769613934
"glasso","64","band","mix","256",0.0952380952380952,1,0.975691443250645,0.0952380952380952,1,0.973748301873302
"glasso","64","band","mix","256",0.158730158730159,1,0.95403849576369,0.19047619047619,1,0.935412871896395
"glasso","64","band","mix","256",0.0952380952380952,1,0.960759414779429,0.0634920634920635,1,0.945282180887993
"glasso","64","band","mix","256",0.26984126984127,1,0.964015468890709,0.253968253968254,1,0.957795369864262
"glasso","64","band","mix","256",0.0952380952380952,1,0.972057743285107,0.19047619047619,1,0.945140087089086
"glasso","64","band","mix","256",0.0952380952380952,1,0.973353380088993,0.0634920634920635,1,0.962446232054075
"glasso","64","band","mix","256",0.126984126984127,1,0.968985398661591,0.142857142857143,1,0.962780053394104
"glasso","64","band","mix","256",0.0317460317460317,1,0.938439396422587,0.0476190476190476,1,0.91713176458353
"glasso","64","band","mix","256",0.0952380952380952,1,0.979509177928412,0.111111111111111,1,0.96892024899457
"glasso","64","band","mix","512",0.174603174603175,1,0.998115832484363,0.142857142857143,1,0.993782854050711
"glasso","64","band","mix","512",0.0634920634920635,1,0.999751984126984,0.0793650793650794,1,0.996483221079995
"glasso","64","band","mix","512",0.126984126984127,1,0.999377870806442,0.111111111111111,1,0.997644649257552
"glasso","64","band","mix","512",0.238095238095238,1,0.998473748473748,0.111111111111111,1,0.999007936507937
"glasso","64","band","mix","512",0.142857142857143,1,1,0.0793650793650794,1,0.998912807131985
"glasso","64","band","mix","512",0.0158730158730159,1,0.996078232123739,0.253968253968254,1,0.99112524572202
"glasso","64","band","mix","512",0.142857142857143,1,1,0.111111111111111,1,1
"glasso","64","band","mix","512",0.126984126984127,1,0.999751984126984,0.158730158730159,1,0.999278499278499
"glasso","64","band","mix","512",0.126984126984127,1,0.9995115995116,0.174603174603175,1,0.999309868875086
"glasso","64","band","mix","512",0.253968253968254,1,0.99677512451706,0.222222222222222,1,0.992766108198638
"glasso","64","band","mix","512",0.222222222222222,1,1,0.206349206349206,1,0.999751984126984
"glasso","64","band","mix","512",0.0317460317460317,1,0.99963924963925,0.158730158730159,1,0.999503968253968
"glasso","64","band","mix","512",0.0793650793650794,1,1,0.0952380952380952,1,0.99874798922418
"glasso","64","band","mix","512",0.26984126984127,1,0.995417444524069,0.0158730158730159,1,0.993658625730994
"glasso","64","band","mix","512",0.238095238095238,1,0.99927816275764,0.26984126984127,1,0.995856542899554
"glasso","64","band","mix","512",0.412698412698413,1,1,0.0158730158730159,1,0.999309868875086
"glasso","64","band","mix","512",0.126984126984127,1,0.996393508314967,0.238095238095238,1,0.996028477801558
"glasso","64","band","mix","512",0.111111111111111,1,0.998778998778999,0.126984126984127,1,0.998282925549723
"glasso","64","band","mix","512",0.365079365079365,1,1,0.285714285714286,1,0.998361697965571
"glasso","64","band","mix","512",0.0952380952380952,1,0.998236331569665,0.174603174603175,1,0.993592795282612
"glasso","64","band","pos","32",0.0476190476190476,0.936507936507937,0.157429464388147,0.0476190476190476,0.873015873015873,0.162993205482142
"glasso","64","band","pos","32",0.0952380952380952,0.873015873015873,0.209150223864339,0.0793650793650794,0.904761904761905,0.225221513665836
"glasso","64","band","pos","32",0.0793650793650794,0.904761904761905,0.148952640450704,0.0793650793650794,0.936507936507937,0.174323145285734
"glasso","64","band","pos","32",0.0317460317460317,0.936507936507937,0.136163964140226,0.0634920634920635,0.984126984126984,0.177627251880818
"glasso","64","band","pos","32",0.0634920634920635,0.888888888888889,0.120267310130917,0.0634920634920635,0.904761904761905,0.119411646258074
"glasso","64","band","pos","32",0.0634920634920635,0.888888888888889,0.143271588817622,0.0952380952380952,0.920634920634921,0.162308767156745
"glasso","64","band","pos","32",0.0317460317460317,0.857142857142857,0.12419688717338,0.0317460317460317,0.920634920634921,0.137510511204846
"glasso","64","band","pos","32",0.0634920634920635,0.920634920634921,0.278412554068905,0.0634920634920635,0.904761904761905,0.288660422770818
"glasso","64","band","pos","32",0.0476190476190476,0.952380952380952,0.183708214678141,0.0793650793650794,0.984126984126984,0.187588800826388
"glasso","64","band","pos","32",0.0793650793650794,0.936507936507937,0.191854657431903,0.0793650793650794,0.920634920634921,0.212889268055178
"glasso","64","band","pos","32",0.0158730158730159,0.920634920634921,0.134474800769768,0.0158730158730159,0.920634920634921,0.155912543681454
"glasso","64","band","pos","32",0.0317460317460317,0.904761904761905,0.142462243377416,0.0317460317460317,0.873015873015873,0.148574384236456
"glasso","64","band","pos","32",0.111111111111111,0.888888888888889,0.182610323446,0.126984126984127,0.920634920634921,0.207437436566864
"glasso","64","band","pos","32",0.0634920634920635,0.857142857142857,0.132976216086605,0.0476190476190476,0.841269841269841,0.123384474260076
"glasso","64","band","pos","32",0.0158730158730159,0.888888888888889,0.116067705192291,0.0317460317460317,0.904761904761905,0.149116917631522
"glasso","64","band","pos","32",0,0.920634920634921,0.109673459911597,0,0.888888888888889,0.123964041746777
"glasso","64","band","pos","32",0.0476190476190476,0.825396825396825,0.175794655599875,0.0476190476190476,0.857142857142857,0.210437084626042
"glasso","64","band","pos","32",0.0476190476190476,0.904761904761905,0.21928612476795,0.0793650793650794,0.920634920634921,0.205545852091584
"glasso","64","band","pos","32",0.0793650793650794,0.888888888888889,0.182796606483047,0.0634920634920635,0.857142857142857,0.202736638939202
"glasso","64","band","pos","32",0.0317460317460317,0.825396825396825,0.109218148817803,0.0317460317460317,0.857142857142857,0.128733560439847
"glasso","64","band","pos","64",0.0634920634920635,1,0.292224628333032,0.0317460317460317,1,0.30372397898912
"glasso","64","band","pos","64",0.0476190476190476,0.984126984126984,0.41194382945761,0.0476190476190476,1,0.461601045795738
"glasso","64","band","pos","64",0.126984126984127,1,0.455704077520769,0.142857142857143,1,0.511335652109384
"glasso","64","band","pos","64",0.0476190476190476,0.952380952380952,0.390928225894854,0.0634920634920635,0.984126984126984,0.435244051412245
"glasso","64","band","pos","64",0.0952380952380952,1,0.356281509062494,0.126984126984127,1,0.383453569974266
"glasso","64","band","pos","64",0.0952380952380952,1,0.463468673100763,0.0952380952380952,1,0.503192733291715
"glasso","64","band","pos","64",0.0158730158730159,0.968253968253968,0.31810007617178,0.0476190476190476,0.984126984126984,0.385460022283301
"glasso","64","band","pos","64",0.0952380952380952,0.936507936507937,0.392115590821439,0.0793650793650794,0.968253968253968,0.400596356830504
"glasso","64","band","pos","64",0.111111111111111,1,0.420502859029789,0.0634920634920635,1,0.459471321300223
"glasso","64","band","pos","64",0.0317460317460317,1,0.432699341737535,0.0317460317460317,1,0.451555995249951
"glasso","64","band","pos","64",0.0634920634920635,1,0.448315800558329,0.0634920634920635,1,0.458963070518848
"glasso","64","band","pos","64",0.0317460317460317,1,0.452183597095182,0.0476190476190476,1,0.483439405630921
"glasso","64","band","pos","64",0.0634920634920635,0.984126984126984,0.313691679596941,0.0317460317460317,1,0.352847498560087
"glasso","64","band","pos","64",0.111111111111111,0.984126984126984,0.382151940938816,0.0793650793650794,1,0.401393959217198
"glasso","64","band","pos","64",0.0476190476190476,0.968253968253968,0.328385778290147,0.0476190476190476,0.968253968253968,0.373345199869281
"glasso","64","band","pos","64",0.222222222222222,1,0.509336020446559,0.206349206349206,1,0.535315211566039
"glasso","64","band","pos","64",0.0634920634920635,1,0.566055687297743,0.0634920634920635,1,0.567053743211397
"glasso","64","band","pos","64",0.0952380952380952,0.968253968253968,0.431087751523332,0.0634920634920635,0.984126984126984,0.441613665500681
"glasso","64","band","pos","64",0.0634920634920635,0.984126984126984,0.336181458239131,0.0476190476190476,1,0.387262687597345
"glasso","64","band","pos","64",0.0317460317460317,0.968253968253968,0.323409781234225,0.0317460317460317,0.984126984126984,0.417632837518619
"glasso","64","band","pos","128",0.0476190476190476,1,0.734936380316,0.0476190476190476,1,0.774433661347672
"glasso","64","band","pos","128",0.0952380952380952,1,0.722783445987833,0.111111111111111,1,0.742379199607319
"glasso","64","band","pos","128",0.0634920634920635,1,0.869906601292231,0.142857142857143,1,0.902242097127654
"glasso","64","band","pos","128",0.0317460317460317,1,0.697104029421454,0.0317460317460317,1,0.735456603201804
"glasso","64","band","pos","128",0.126984126984127,1,0.752778786385365,0.126984126984127,1,0.769331835911922
"glasso","64","band","pos","128",0.0476190476190476,1,0.758837150054664,0.0476190476190476,1,0.797514710472556
"glasso","64","band","pos","128",0.126984126984127,1,0.711954068309872,0.126984126984127,1,0.757858568717514
"glasso","64","band","pos","128",0.174603174603175,1,0.757520237057179,0.142857142857143,1,0.757206874514083
