"method","p","graph","icov","n","log.recall.min","log.recall.max","log.aupr","clr.recall.min","clr.recall.max","clr.aupr"
"glasso","256","band","neg","128",0.0313725490196078,0.992156862745098,0.565040886233987,0.0313725490196078,0.984313725490196,0.539222008235472
"glasso","256","band","neg","128",0.00784313725490196,0.988235294117647,0.513237657993887,0.00392156862745098,0.984313725490196,0.483529656864832
"glasso","256","band","neg","128",0.0313725490196078,0.996078431372549,0.586388441047128,0.0313725490196078,1,0.555817759548919
"glasso","256","band","neg","128",0.0196078431372549,0.980392156862745,0.542874215972972,0.0196078431372549,0.984313725490196,0.511097064159903
"glasso","256","band","neg","128",0.0313725490196078,0.980392156862745,0.543061792994606,0.0313725490196078,0.976470588235294,0.515508907016112
"glasso","256","band","neg","128",0.0117647058823529,0.988235294117647,0.526125281239728,0.0117647058823529,0.992156862745098,0.491517203107246
"glasso","256","band","neg","128",0.0627450980392157,0.988235294117647,0.605059479827093,0.0705882352941176,0.988235294117647,0.592220760050364
"glasso","256","band","neg","128",0.0431372549019608,0.988235294117647,0.565370838677718,0.0431372549019608,0.980392156862745,0.543782922517396
"glasso","256","band","neg","128",0.0352941176470588,0.988235294117647,0.5402932277988,0.0392156862745098,0.976470588235294,0.505012020913554
"glasso","256","band","neg","128",0.0509803921568627,0.984313725490196,0.594199808017566,0.0509803921568627,0.984313725490196,0.582856947486359
"glasso","256","band","neg","128",0.0392156862745098,0.992156862745098,0.560365260761058,0.0235294117647059,0.988235294117647,0.549875691204067
"glasso","256","band","neg","256",0.0941176470588235,1,0.905359944816222,0.109803921568627,1,0.88950784641622
"glasso","256","band","neg","256",0.0901960784313725,1,0.905510491182034,0.0980392156862745,1,0.889230645220039
"glasso","256","band","neg","256",0.0431372549019608,1,0.920534954588081,0.0509803921568627,1,0.909811250587067
"glasso","256","band","neg","256",0.0156862745098039,1,0.924976710968479,0.0196078431372549,1,0.911407114388518
"glasso","256","band","neg","256",0.0196078431372549,1,0.91407718853792,0.0235294117647059,1,0.903133104206016
"glasso","256","band","neg","256",0.0470588235294118,1,0.916416738809424,0.0470588235294118,1,0.90690108993257
"glasso","256","band","neg","256",0.0862745098039216,1,0.929262169404439,0.0980392156862745,1,0.926115807277551
"glasso","256","band","neg","256",0.0588235294117647,1,0.920150020665571,0.0666666666666667,1,0.900648876080522
"glasso","256","band","neg","256",0.00392156862745098,1,0.912506527413602,0.00392156862745098,1,0.889980873762187
"glasso","256","band","neg","256",0.0352941176470588,1,0.906403691727194,0.0352941176470588,1,0.891535639236029
"glasso","256","band","neg","256",0.0509803921568627,1,0.908185457646272,0.0509803921568627,1,0.898552807719255
"glasso","256","band","neg","256",0.0431372549019608,1,0.929481136751923,0.0431372549019608,1,0.91051267843254
"glasso","256","band","neg","256",0.0823529411764706,1,0.887265361186034,0.0705882352941176,1,0.867368870603415
"glasso","256","band","neg","256",0.0705882352941176,1,0.936803036071194,0.0666666666666667,1,0.927754896320242
"glasso","256","band","neg","256",0.0627450980392157,1,0.921488987030066,0.0627450980392157,1,0.903109153303829
"glasso","256","band","neg","256",0.141176470588235,1,0.929954622661802,0.137254901960784,1,0.915602579287839
"glasso","256","band","neg","256",0.00784313725490196,1,0.939798615296257,0.00784313725490196,1,0.927198965811109
"glasso","256","band","neg","256",0.0588235294117647,1,0.919717040821743,0.0588235294117647,1,0.901024882704816
"glasso","256","band","neg","256",0.0431372549019608,1,0.932506744989664,0.0509803921568627,1,0.922964163382154
"glasso","256","band","neg","256",0.0196078431372549,1,0.915883347000921,0.0235294117647059,1,0.902162756140006
"glasso","256","band","neg","512",0.0588235294117647,1,0.997528029153273,0.0509803921568627,1,0.997952406278019
"glasso","256","band","neg","512",0.0470588235294118,1,0.998571788088755,0.0392156862745098,1,0.998241089461334
"glasso","256","band","neg","512",0.0862745098039216,1,0.998445518810106,0.0823529411764706,1,0.997543252595156
"glasso","256","band","neg","512",0.0470588235294118,1,0.996759833019373,0.0470588235294118,1,0.996624774320876
"glasso","256","band","neg","512",0.0313725490196078,1,0.99852033405955,0.0235294117647059,1,0.998309615084483
"glasso","256","band","neg","512",0.196078431372549,1,0.999264249546402,0.2,1,0.999102426794796
"glasso","256","band","neg","512",0.0823529411764706,1,0.999066917379119,0.0666666666666667,1,0.998585892393942
"glasso","256","band","neg","512",0.0901960784313725,1,0.999465381741735,0.105882352941176,1,0.998481717011129
"glasso","256","band","neg","512",0.137254901960784,1,0.999642138224111,0.172549019607843,1,0.998955669224211
"glasso","256","band","neg","512",0.0588235294117647,1,0.998848814614889,0.0588235294117647,1,0.998494071975268
"glasso","256","band","neg","512",0.0313725490196078,1,0.998715749402486,0.0352941176470588,1,0.997164044033896
"glasso","256","band","neg","512",0.125490196078431,1,0.998458236944876,0.133333333333333,1,0.998067881625213
"glasso","256","band","neg","512",0.101960784313725,1,0.99686615712275,0.0901960784313725,1,0.995853685755802
"glasso","256","band","neg","512",0.0156862745098039,1,0.9991222971402,0.0156862745098039,1,0.998783169181651
"glasso","256","band","neg","512",0.0627450980392157,1,0.998266834729083,0.0627450980392157,1,0.997665641054684
"glasso","256","band","neg","512",0.0627450980392157,1,0.997048102391388,0.0627450980392157,1,0.996716472576469
"glasso","256","band","neg","512",0.00784313725490196,1,0.997828334743352,0.0196078431372549,1,0.996536496951722
"glasso","256","band","neg","512",0.152941176470588,1,0.998704640316795,0.105882352941176,1,0.998421230207678
"glasso","256","band","neg","512",0.0862745098039216,1,0.998922635213313,0.0705882352941176,1,0.998290579389651
"glasso","256","band","neg","512",0.0549019607843137,1,0.997849263654071,0.0588235294117647,1,0.996765796291471
"glasso","256","band","mix","32",0.0117647058823529,0.709803921568627,0.0595780642680337,0.0235294117647059,0.694117647058824,0.0698888149932201
"glasso","256","band","mix","32",0.0156862745098039,0.643137254901961,0.0619002046299083,0.0156862745098039,0.643137254901961,0.0616046401201325
"glasso","256","band","mix","32",0.0196078431372549,0.627450980392157,0.0574046912745615,0.0274509803921569,0.596078431372549,0.0596171067920665
"glasso","256","band","mix","32",0.0196078431372549,0.662745098039216,0.061901664076859,0.0196078431372549,0.647058823529412,0.0601954826826035
"glasso","256","band","mix","32",0.0274509803921569,0.63921568627451,0.0588490918434963,0.0235294117647059,0.63921568627451,0.0527422171112652
"glasso","256","band","mix","32",0.0117647058823529,0.615686274509804,0.0484407541168844,0.0117647058823529,0.6,0.0462077303062833
"glasso","256","band","mix","32",0.0117647058823529,0.623529411764706,0.0489114120234246,0.0117647058823529,0.615686274509804,0.0462364474479721
"glasso","256","band","mix","32",0.0156862745098039,0.67843137254902,0.0555006442344677,0.0117647058823529,0.67843137254902,0.05651370439972
"glasso","256","band","mix","32",0.00784313725490196,0.619607843137255,0.0466430081179278,0.0117647058823529,0.635294117647059,0.0478484063354467
"glasso","256","band","mix","32",0.0156862745098039,0.650980392156863,0.0573686145383935,0.0156862745098039,0.643137254901961,0.0557004519859833
"glasso","256","band","mix","32",0.0196078431372549,0.623529411764706,0.0495985985466464,0.0156862745098039,0.623529411764706,0.0505142289209452
"glasso","256","band","mix","32",0.0235294117647059,0.674509803921569,0.0515727780656131,0.0235294117647059,0.674509803921569,0.0481339774617999
"glasso","256","band","mix","32",0.0196078431372549,0.607843137254902,0.0536389896704182,0.0156862745098039,0.603921568627451,0.0497956597931232
"glasso","256","band","mix","32",0.0431372549019608,0.666666666666667,0.0568091781207313,0.0431372549019608,0.666666666666667,0.0604558153283854
"glasso","256","band","mix","32",0.0274509803921569,0.650980392156863,0.0612895300518772,0.0274509803921569,0.666666666666667,0.058501200376733
"glasso","256","band","mix","32",0.0156862745098039,0.627450980392157,0.0545936744200882,0.0196078431372549,0.623529411764706,0.0528550370406433
"glasso","256","band","mix","32",0.0274509803921569,0.662745098039216,0.0406985713298417,0.0235294117647059,0.67843137254902,0.0429927477992167
"glasso","256","band","mix","32",0.0117647058823529,0.623529411764706,0.0449892085973131,0.00784313725490196,0.635294117647059,0.044627443111396
"glasso","256","band","mix","32",0.00784313725490196,0.662745098039216,0.0495316860816406,0.00784313725490196,0.658823529411765,0.0483088315389725
"glasso","256","band","mix","32",0.0117647058823529,0.611764705882353,0.0501665416010383,0.0352941176470588,0.611764705882353,0.0574326812363594
"glasso","256","band","mix","64",0.0549019607843137,0.886274509803922,0.167360893352922,0.0431372549019608,0.882352941176471,0.177348588077695
"glasso","256","band","mix","64",0.0274509803921569,0.894117647058824,0.164258108688851,0.0313725490196078,0.890196078431372,0.154047080458169
"glasso","256","band","mix","64",0.0313725490196078,0.843137254901961,0.197606131743303,0.0235294117647059,0.847058823529412,0.192599180831045
"glasso","256","band","mix","64",0.00784313725490196,0.882352941176471,0.220214276360761,0.00784313725490196,0.886274509803922,0.223486978771297
"glasso","256","band","mix","64",0.0196078431372549,0.898039215686275,0.204665564445296,0.0235294117647059,0.901960784313726,0.21007395250448
"glasso","256","band","mix","64",0.0509803921568627,0.87843137254902,0.195582056644722,0.0392156862745098,0.854901960784314,0.192624951709666
"glasso","256","band","mix","64",0.0352941176470588,0.858823529411765,0.201489572326306,0.0235294117647059,0.854901960784314,0.201092560881583
"glasso","256","band","mix","64",0.0196078431372549,0.882352941176471,0.179632174354558,0.0196078431372549,0.898039215686275,0.178484020790545
"glasso","256","band","mix","64",0.0235294117647059,0.901960784313726,0.192023659146545,0.0313725490196078,0.913725490196078,0.191752623506881
"glasso","256","band","mix","64",0.00784313725490196,0.882352941176471,0.21177267884208,0.00392156862745098,0.87843137254902,0.21477106647864
"glasso","256","band","mix","64",0.0313725490196078,0.901960784313726,0.231430552443564,0.0274509803921569,0.913725490196078,0.223846800265263
"glasso","256","band","mix","64",0.0313725490196078,0.850980392156863,0.179017417191513,0.0352941176470588,0.858823529411765,0.170052750994748
"glasso","256","band","mix","64",0.0117647058823529,0.870588235294118,0.218010497865683,0.0156862745098039,0.870588235294118,0.211649673065206
"glasso","256","band","mix","64",0.0509803921568627,0.850980392156863,0.180837039848234,0.0509803921568627,0.862745098039216,0.188023240881198
"glasso","256","band","mix","64",0.0117647058823529,0.886274509803922,0.153747562735462,0.0117647058823529,0.898039215686275,0.154743622051971
"glasso","256","band","mix","64",0.0117647058823529,0.913725490196078,0.147159167077766,0.0156862745098039,0.909803921568627,0.14647189332637
"glasso","256","band","mix","64",0.0117647058823529,0.909803921568627,0.161898366805096,0.0117647058823529,0.909803921568627,0.165457378513314
"glasso","256","band","mix","64",0.0117647058823529,0.882352941176471,0.184629132513561,0.0117647058823529,0.87843137254902,0.173131690898531
"glasso","256","band","mix","64",0.0431372549019608,0.866666666666667,0.187631220815887,0.0392156862745098,0.882352941176471,0.193199148572046
"glasso","256","band","mix","64",0.0196078431372549,0.882352941176471,0.23252913315721,0.0235294117647059,0.862745098039216,0.218274928234848
"glasso","256","band","mix","128",0.0352941176470588,0.988235294117647,0.561054717356118,0.0352941176470588,0.988235294117647,0.575945026731782
"glasso","256","band","mix","128",0.0549019607843137,0.980392156862745,0.571166167476366,0.0549019607843137,0.980392156862745,0.561929863774055
"glasso","256","band","mix","128",0.0745098039215686,0.996078431372549,0.587771085477589,0.0431372549019608,0.996078431372549,0.578654201517601
"glasso","256","band","mix","128",0.0941176470588235,0.984313725490196,0.579390538477283,0.101960784313725,0.992156862745098,0.575918151553239
"glasso","256","band","mix","128",0.0313725490196078,0.996078431372549,0.582438247381767,0.0392156862745098,0.996078431372549,0.574285901700749
"glasso","256","band","mix","128",0.0509803921568627,0.984313725490196,0.571194608456298,0.0509803921568627,0.980392156862745,0.564306975235582
"glasso","256","band","mix","128",0.0235294117647059,0.980392156862745,0.554035331614241,0.0313725490196078,0.988235294117647,0.554132649044621
"glasso","256","band","mix","128",0.00784313725490196,0.980392156862745,0.568195629962739,0.00784313725490196,0.976470588235294,0.565237484489999
"glasso","256","band","mix","128",0.0470588235294118,0.996078431372549,0.596564637842092,0.0392156862745098,0.996078431372549,0.575723337120081
"glasso","256","band","mix","128",0.0470588235294118,0.988235294117647,0.567311188821313,0.0509803921568627,0.984313725490196,0.559031615364669
"glasso","256","band","mix","128",0.0666666666666667,0.988235294117647,0.598627948335403,0.0784313725490196,0.992156862745098,0.587661678672273
"glasso","256","band","mix","128",0.0666666666666667,0.984313725490196,0.557891132093002,0.0745098039215686,0.988235294117647,0.551561629550172
"glasso","256","band","mix","128",0.0196078431372549,1,0.598946271253679,0.0196078431372549,1,0.592926529386837
"glasso","256","band","mix","128",0.0470588235294118,0.996078431372549,0.560616643211044,0.0470588235294118,0.996078431372549,0.550344942655706
"glasso","256","band","mix","128",0.0156862745098039,0.988235294117647,0.570713253737054,0.0156862745098039,0.984313725490196,0.563172128582569
"glasso","256","band","mix","128",0.0705882352941176,0.992156862745098,0.602081841760229,0.0470588235294118,0.988235294117647,0.59116672465487
"glasso","256","band","mix","128",0.0666666666666667,0.980392156862745,0.553566600531016,0.0745098039215686,0.976470588235294,0.53606826284569
"glasso","256","band","mix","128",0.0196078431372549,0.988235294117647,0.622991924178799,0.0156862745098039,0.988235294117647,0.610139182342156
"glasso","256","band","mix","128",0.0352941176470588,0.976470588235294,0.593437067295213,0.0431372549019608,0.972549019607843,0.593784574042894
"glasso","256","band","mix","128",0.0156862745098039,0.984313725490196,0.576832404611742,0.0156862745098039,0.976470588235294,0.57305391868935
"glasso","256","band","mix","256",0.00392156862745098,1,0.906130247476529,0.00392156862745098,1,0.901614865778764
"glasso","256","band","mix","256",0.0156862745098039,1,0.922651806647971,0.0156862745098039,1,0.919255889807003
"glasso","256","band","mix","256",0.0470588235294118,1,0.919745111511434,0.0549019607843137,1,0.914628386719308
"glasso","256","band","mix","256",0.0705882352941176,1,0.914224809444171,0.0784313725490196,1,0.909622746334861
"glasso","256","band","mix","256",0.0549019607843137,1,0.92338893023663,0.0588235294117647,1,0.919325651860498
"glasso","256","band","mix","256",0.113725490196078,1,0.921434625485453,0.0823529411764706,1,0.913310097259862
"glasso","256","band","mix","256",0.105882352941176,1,0.927027203911995,0.101960784313725,1,0.930263627374698
"glasso","256","band","mix","256",0.101960784313725,1,0.915350528608035,0.105882352941176,1,0.912394737435844
"glasso","256","band","mix","256",0.0392156862745098,1,0.939978818329524,0.0352941176470588,1,0.932151514786765
"glasso","256","band","mix","256",0.0431372549019608,1,0.922319732551544,0.0117647058823529,1,0.915175364572158
"glasso","256","band","mix","256",0.0235294117647059,1,0.925001557745515,0.0235294117647059,1,0.917040360752191
"glasso","256","band","mix","256",0.00784313725490196,1,0.917182334669781,0.00784313725490196,1,0.9066197878824
"glasso","256","band","mix","256",0.176470588235294,1,0.920097109193996,0.203921568627451,1,0.914499847849618
"glasso","256","band","mix","256",0.0862745098039216,1,0.919963391310564,0.0980392156862745,1,0.915046194833991
"glasso","256","band","mix","256",0.0196078431372549,1,0.935130381894554,0.0313725490196078,1,0.933260634079572
"glasso","256","band","mix","256",0.0156862745098039,1,0.911717058642491,0.0235294117647059,1,0.903906582231477
"glasso","256","band","mix","256",0.0156862745098039,1,0.941812694118859,0.0156862745098039,1,0.937639118316919
"glasso","256","band","mix","256",0.0509803921568627,1,0.899805820887101,0.0549019607843137,1,0.893032626013603
"glasso","256","band","mix","256",0.0352941176470588,1,0.936392675618542,0.0392156862745098,1,0.929373541402848
"glasso","256","band","mix","256",0.0313725490196078,1,0.91880113259847,0.0196078431372549,1,0.913187070935917
"glasso","256","band","mix","512",0.0392156862745098,1,0.999286896941249,0.0470588235294118,1,0.999467844202899
"glasso","256","band","mix","512",0.16078431372549,1,0.998116149375444,0.133333333333333,1,0.998058165566863
"glasso","256","band","mix","512",0.16078431372549,1,0.999058700562838,0.188235294117647,1,0.998013642085527
"glasso","256","band","mix","512",0.0666666666666667,1,0.996754020654569,0.0588235294117647,1,0.996054587523645
"glasso","256","band","mix","512",0.125490196078431,1,0.997530403075172,0.105882352941176,1,0.997406273400826
"glasso","256","band","mix","512",0.0823529411764706,1,0.999387280195876,0.0823529411764706,1,0.998606331600596
"glasso","256","band","mix","512",0.0509803921568627,1,0.999157364374756,0.0549019607843137,1,0.999130627121741
"glasso","256","band","mix","512",0.0941176470588235,1,0.997010860732993,0.0901960784313725,1,0.99691642132948
"glasso","256","band","mix","512",0.16078431372549,1,0.998124596346716,0.172549019607843,1,0.997841474249982
"glasso","256","band","mix","512",0.117647058823529,1,0.997824352301452,0.113725490196078,1,0.998119912776918
"glasso","256","band","mix","512",0.129411764705882,1,0.997615242675339,0.0980392156862745,1,0.996599705595872
"glasso","256","band","mix","512",0.16078431372549,1,0.999408065112838,0.149019607843137,1,0.999260081391047
"glasso","256","band","mix","512",0.0549019607843137,1,0.997693280387186,0.0392156862745098,1,0.996758460912105
"glasso","256","band","mix","512",0.117647058823529,1,0.999832150759136,0.125490196078431,1,0.999666893784541
"glasso","256","band","mix","512",0.0470588235294118,1,0.998596842465215,0.0509803921568627,1,0.998436477217394
"glasso","256","band","mix","512",0.0352941176470588,1,0.997170768766511,0.0352941176470588,1,0.997684547845592
"glasso","256","band","mix","512",0.0901960784313725,1,0.997286406156292,0.0823529411764706,1,0.997380323875952
"glasso","256","band","mix","512",0.105882352941176,1,0.998463711500557,0.0941176470588235,1,0.998677489426238
"glasso","256","band","mix","512",0.0705882352941176,1,0.999382220865378,0.0862745098039216,1,0.998824824116653
"glasso","256","band","mix","512",0.105882352941176,1,0.998701704954461,0.117647058823529,1,0.998712921065862
"glasso","256","band","pos","32",0.0235294117647059,0.67843137254902,0.0516171492763725,0.0235294117647059,0.694117647058824,0.0559397176696854
"glasso","256","band","pos","32",0.0196078431372549,0.635294117647059,0.0427836159817479,0.0235294117647059,0.63921568627451,0.0422352158717858
"glasso","256","band","pos","32",0.0117647058823529,0.674509803921569,0.0649099633167321,0.0156862745098039,0.670588235294118,0.0652211105895872
"glasso","256","band","pos","32",0.0196078431372549,0.686274509803922,0.0670312357217182,0.0156862745098039,0.690196078431373,0.075770544752185
"glasso","256","band","pos","32",0.0235294117647059,0.666666666666667,0.078604392802924,0.0196078431372549,0.67843137254902,0.0791515800607463
"glasso","256","band","pos","32",0.0117647058823529,0.694117647058824,0.0846969154024101,0.00784313725490196,0.701960784313725,0.0807506486865951
"glasso","256","band","pos","32",0.0156862745098039,0.650980392156863,0.0542096542222768,0.0117647058823529,0.643137254901961,0.0512537923795529
"glasso","256","band","pos","32",0.0235294117647059,0.682352941176471,0.0582989208249074,0.0235294117647059,0.694117647058824,0.0571156752238251
"glasso","256","band","pos","32",0.0196078431372549,0.701960784313725,0.0674669003840098,0.0235294117647059,0.698039215686274,0.0725158820285276
"glasso","256","band","pos","32",0.00392156862745098,0.650980392156863,0.0409396908869119,0.00392156862745098,0.658823529411765,0.0417596180932255
"glasso","256","band","pos","32",0.0156862745098039,0.725490196078431,0.0439945368190761,0.0156862745098039,0.733333333333333,0.0428997449240387
"glasso","256","band","pos","32",0.0196078431372549,0.635294117647059,0.0417446205914558,0.0196078431372549,0.63921568627451,0.0444144950727595
"glasso","256","band","pos","32",0,0.6,0.0366318266288496,0,0.615686274509804,0.0386418031529767
"glasso","256","band","pos","32",0.0274509803921569,0.63921568627451,0.0439882643295343,0.0313725490196078,0.647058823529412,0.0466497934929216
"glasso","256","band","pos","32",0.00392156862745098,0.650980392156863,0.0782750254795476,0.00392156862745098,0.670588235294118,0.0737207419051156
"glasso","256","band","pos","32",0.0431372549019608,0.658823529411765,0.0545754216734741,0.0431372549019608,0.662745098039216,0.0571198504637471
"glasso","256","band","pos","32",0.0235294117647059,0.650980392156863,0.0571092147886515,0.0235294117647059,0.658823529411765,0.0564361427674979
"glasso","256","band","pos","32",0.0196078431372549,0.643137254901961,0.0454561153999651,0.0196078431372549,0.650980392156863,0.0504903235709528
"glasso","256","band","pos","32",0.0235294117647059,0.654901960784314,0.0643201537962269,0.0235294117647059,0.662745098039216,0.0629613676432793
"glasso","256","band","pos","32",0.0156862745098039,0.658823529411765,0.0556907059765482,0.0196078431372549,0.658823529411765,0.0575062059202431
"glasso","256","band","pos","64",0.0470588235294118,0.866666666666667,0.195957935269242,0.0588235294117647,0.87843137254902,0.194214368178015
"glasso","256","band","pos","64",0.0313725490196078,0.894117647058824,0.200869523081877,0.0352941176470588,0.894117647058824,0.214070510297075
"glasso","256","band","pos","64",0.0196078431372549,0.882352941176471,0.143564199532151,0.0196078431372549,0.898039215686275,0.150177536512947
"glasso","256","band","pos","64",0.0235294117647059,0.894117647058824,0.192415060748552,0.0274509803921569,0.901960784313726,0.196659744306824
"glasso","256","band","pos","64",0.0431372549019608,0.890196078431372,0.181804282163907,0.0352941176470588,0.890196078431372,0.200593079569474
"glasso","256","band","pos","64",0.0627450980392157,0.913725490196078,0.180164712612977,0.0549019607843137,0.913725490196078,0.191931797263618
"glasso","256","band","pos","64",0.0392156862745098,0.87843137254902,0.198075192579421,0.0392156862745098,0.874509803921569,0.197470915394975
"glasso","256","band","pos","64",0.0274509803921569,0.890196078431372,0.222342786698761,0.0235294117647059,0.890196078431372,0.223330652375942
"glasso","256","band","pos","64",0.00784313725490196,0.886274509803922,0.20027935776932,0.00392156862745098,0.898039215686275,0.208544940562193
"glasso","256","band","pos","64",0.0156862745098039,0.858823529411765,0.189600255250731,0.0235294117647059,0.866666666666667,0.20109798732037
"glasso","256","band","pos","64",0.0156862745098039,0.83921568627451,0.200676353643547,0.00392156862745098,0.83921568627451,0.216822601164276
"glasso","256","band","pos","64",0.0117647058823529,0.866666666666667,0.148247626732208,0.0117647058823529,0.874509803921569,0.159126183425779
"glasso","256","band","pos","64",0.0235294117647059,0.890196078431372,0.155531253347065,0.0235294117647059,0.882352941176471,0.163901905868703
"glasso","256","band","pos","64",0.0352941176470588,0.858823529411765,0.227998483790064,0.0352941176470588,0.870588235294118,0.230108834965488
"glasso","256","band","pos","64",0.00392156862745098,0.886274509803922,0.154579891328854,0.00392156862745098,0.894117647058824,0.173213016940603
"glasso","256","band","pos","64",0.0666666666666667,0.870588235294118,0.180297076158447,0.0588235294117647,0.890196078431372,0.189855259108924
"glasso","256","band","pos","64",0.0196078431372549,0.874509803921569,0.218127317409669,0.0196078431372549,0.870588235294118,0.240390551709471
"glasso","256","band","pos","64",0.0117647058823529,0.882352941176471,0.195034401028753,0.00392156862745098,0.886274509803922,0.201773499356976
"glasso","256","band","pos","64",0.0196078431372549,0.890196078431372,0.182461158510606,0.0156862745098039,0.890196078431372,0.183647228273516
"glasso","256","band","pos","64",0.0313725490196078,0.870588235294118,0.191961092297532,0.0235294117647059,0.866666666666667,0.20223674510816
"glasso","256","band","pos","128",0.0470588235294118,1,0.586341292220446,0.0509803921568627,1,0.615060061467152
"glasso","256","band","pos","128",0.0352941176470588,0.976470588235294,0.502949619035222,0.0392156862745098,0.980392156862745,0.511362458419333
"glasso","256","band","pos","128",0.00784313725490196,0.988235294117647,0.530740074135116,0.00784313725490196,0.988235294117647,0.546480479238982
"glasso","256","band","pos","128",0.0196078431372549,0.992156862745098,0.584315205698679,0.0196078431372549,0.992156862745098,0.600677706733555
"glasso","256","band","pos","128",0.00392156862745098,0.980392156862745,0.623746818405669,0.00392156862745098,0.984313725490196,0.637628391284195
"glasso","256","band","pos","128",0.0509803921568627,0.992156862745098,0.536657057529298,0.0470588235294118,0.992156862745098,0.560458728784773
"glasso","256","band","pos","128",0.0274509803921569,0.980392156862745,0.572825975128458,0.0235294117647059,0.980392156862745,0.583596710906889
"glasso","256","band","pos","128",0.0509803921568627,0.984313725490196,0.561096467566962,0.0470588235294118,0.992156862745098,0.581306660060476
"glasso","256","band","pos","128",0.0196078431372549,0.992156862745098,0.561568824387458,0.0196078431372549,0.996078431372549,0.572304683892925
"glasso","256","band","pos","128",0.0431372549019608,0.992156862745098,0.543692484985752,0.0352941176470588,0.992156862745098,0.559354901034018
"glasso","256","band","pos","128",0.0117647058823529,0.984313725490196,0.551612007121213,0.0117647058823529,0.984313725490196,0.5700958269176
"glasso","256","band","pos","128",0.0235294117647059,0.980392156862745,0.57380594847763,0.0352941176470588,0.984313725490196,0.580520692455726
"glasso","256","band","pos","128",0.0431372549019608,0.988235294117647,0.591115529948033,0.0431372549019608,0.996078431372549,0.596112046847343
"glasso","256","band","pos","128",0.0274509803921569,0.988235294117647,0.563615067325395,0.0313725490196078,0.988235294117647,0.578935384089161
"glasso","256","band","pos","128",0.109803921568627,0.980392156862745,0.536170409250361,0.12156862745098,0.976470588235294,0.556305933935937
"glasso","256","band","pos","128",0.0313725490196078,0.984313725490196,0.532788657670485,0.0313725490196078,0.984313725490196,0.546561760432
"glasso","256","band","pos","128",0.0431372549019608,0.976470588235294,0.55268916063394,0.0509803921568627,0.980392156862745,0.574110494440634
"glasso","256","band","pos","128",0.0274509803921569,0.984313725490196,0.597429764024854,0.0274509803921569,0.984313725490196,0.614243072221433
"glasso","256","band","pos","128",0.0352941176470588,0.988235294117647,0.602591528806429,0.0313725490196078,0.988235294117647,0.613423608610841
"glasso","256","band","pos","128",0.0117647058823529,0.992156862745098,0.583765101902194,0.0117647058823529,1,0.609451733139621
"glasso","256","band","pos","256",0.0509803921568627,1,0.925616983356099,0.0509803921568627,1,0.930704563021909
"glasso","256","band","pos","256",0.0431372549019608,1,0.931468111295425,0.0274509803921569,1,0.939746793720267
"glasso","256","band","pos","256",0.0352941176470588,1,0.933842958157488,0.0392156862745098,1,0.942217674316594
"glasso","256","band","pos","256",0.0705882352941176,1,0.902497491957889,0.0509803921568627,1,0.908115293246633
"glasso","256","band","pos","256",0.0470588235294118,1,0.924383488080796,0.0470588235294118,1,0.932589125035314
"glasso","256","band","pos","256",0.0862745098039216,1,0.910907358710582,0.0901960784313725,1,0.917209396364226
"glasso","256","band","pos","256",0.0470588235294118,1,0.934225916160079,0.0509803921568627,1,0.941614284398494
"glasso","256","band","pos","256",0.113725490196078,1,0.924202310912634,0.149019607843137,1,0.935216725083676
"glasso","256","band","pos","256",0.0705882352941176,1,0.897900058888272,0.0705882352941176,1,0.899990574296286
"glasso","256","band","pos","256",0.0431372549019608,1,0.910847397971475,0.0431372549019608,1,0.915161041996183
"glasso","256","band","pos","256",0.0431372549019608,1,0.932980772840026,0.0509803921568627,1,0.939601316066723
"glasso","256","band","pos","256",0.0588235294117647,1,0.919115465236887,0.0784313725490196,1,0.922876368566006
"glasso","256","band","pos","256",0.0666666666666667,1,0.929384816030797,0.0705882352941176,1,0.936402392988159
"glasso","256","band","pos","256",0.0392156862745098,1,0.902694986208732,0.0431372549019608,1,0.905785514982447
"glasso","256","band","pos","256",0.0627450980392157,1,0.929517091524504,0.0745098039215686,1,0.932805760020096
"glasso","256","band","pos","256",0.00784313725490196,1,0.931152400069787,0.00784313725490196,1,0.935946093743049
"glasso","256","band","pos","256",0.0705882352941176,1,0.917572887526834,0.0705882352941176,1,0.920150662137341
"glasso","256","band","pos","256",0.0941176470588235,1,0.929937197919179,0.0588235294117647,1,0.932226821092066
"glasso","256","band","pos","256",0.0705882352941176,0.996078431372549,0.904292524153682,0.0823529411764706,1,0.911891173270468
"glasso","256","band","pos","256",0.0901960784313725,1,0.916398508674023,0.0823529411764706,1,0.925006315115859
"glasso","256","band","pos","512",0.0313725490196078,1,0.998591185460106,0.0352941176470588,1,0.99876603848585
"glasso","256","band","pos","512",0.0235294117647059,1,0.998486175626462,0.0431372549019608,1,0.998745674740484
"glasso","256","band","pos","512",0.0941176470588235,1,0.998694717047658,0.0941176470588235,1,0.998727456068022
"glasso","256","band","pos","512",0.0745098039215686,1,0.998852040816327,0.0784313725490196,1,0.998786676561911
"glasso","256","band","pos","512",0.0666666666666667,1,0.999207287810229,0.0705882352941176,1,0.999471768565517
"glasso","256","band","pos","512",0.0196078431372549,1,0.999089169283704,0.0156862745098039,1,0.999467312740875
"glasso","256","band","pos","512",0.223529411764706,1,0.997413092583371,0.23921568627451,1,0.997521783636367
